Store,Product,Dollars
3452,Product19_625705419767,4613.14
3193,Product17_701139667440,5602.52
4213,Product33_982721679227,8926.85
0541,Product12_309156910760,9865.89
6925,Product10_152017009337,9245.66
0595,Product27_808662828215,2013.01
3105,Product36_501698203349,8896.31
3377,Product12_309156910760,3114.62
7011,Product23_399308656375,537.72
1221,Product36_501698203349,8965.19
6621,Product7_619980263269,7952.35
1269,Product30_282065256654,3814.54
4764,Product14_960811442186,3493.11
3093,Product45_278182441624,3554.61
6778,Product22_456694518796,8352.29
0971,Product22_456694518796,7448.23
4988,Product33_982721679227,7615.93
7389,Product9_401673678906,7409.66
9029,Product14_960811442186,3738.63
7440,Product14_960811442186,2694.34
4267,Product45_278182441624,44.64
9782,Product41_961919712214,6388.94
3649,Product42_439435119589,7422.46
1703,Product36_501698203349,3182.94
6207,Product42_439435119589,8768.59
3785,Product32_610207186318,4008.07
7397,Product3_576730797113,8447.84
3690,Product12_309156910760,7771.75
8303,Product27_808662828215,3011.97
0792,Product36_501698203349,2846.96
2344,Product5_962240023270,6529.05
5386,Product50_970966092558,701.94
7416,Product23_399308656375,6810.64
2106,Product23_399308656375,8162.25
4702,Product11_740390785655,1996.73
0808,Product25_712876788696,7026.05
7490,Product29_720630802981,3961.71
5642,Product5_962240023270,3391.16
4182,Product19_625705419767,8502.41
3310,Product27_808662828215,4349.29
5415,Product19_625705419767,4254.57
0669,Product33_982721679227,9053.1
4385,Product40_555260290319,4090.42
7270,Product1_672843293577,8505.42
4976,Product42_439435119589,3414.7
7226,Product30_282065256654,3018.19
5993,Product40_555260290319,3079.67
0654,Product38_787150892300,9014.69
5640,Product23_399308656375,6497.9
9703,Product18_583877270485,7855.94
9817,Product15_204925440499,8513.06
2299,Product41_961919712214,3726.93
8011,Product32_610207186318,4090.18
0576,Product22_456694518796,9291.96
7456,Product12_309156910760,788.96
1492,Product1_672843293577,7029.05
5034,Product6_826830262783,233.46
8353,Product46_471710588576,7793.68
4372,Product36_501698203349,4429.54
3295,Product25_712876788696,7166.22
3728,Product20_114232074142,9200.52
6992,Product13_504536845436,4613.34
0316,Product45_278182441624,5785.95
4326,Product42_439435119589,1764.69
9043,Product10_152017009337,2277.02
3509,Product13_504536845436,2414.21
8444,Product47_994079427399,3319.56
7577,Product17_701139667440,4756.32
3591,Product36_501698203349,1290.77
4977,Product31_022705476919,8013.79
4469,Product39_577115612575,6247.96
5705,Product47_994079427399,3240.09
0012,Product31_022705476919,8440.59
5759,Product14_960811442186,5880.81
0260,Product40_555260290319,5365.54
4006,Product27_808662828215,7343.12
4343,Product27_808662828215,306.26
9271,Product11_740390785655,3746.19
6327,Product28_432483932364,7917.85
9844,Product15_204925440499,575.9
3822,Product44_263947759193,6343.04
3230,Product27_808662828215,3874.58
6519,Product11_740390785655,9242.5
1405,Product32_610207186318,264.08
8699,Product5_962240023270,7554.35
4877,Product49_625088676444,3931.9
6584,Product47_994079427399,3625.88
4696,Product18_583877270485,6799.84
7855,Product7_619980263269,2731.95
8569,Product36_501698203349,795.3
8908,Product19_625705419767,977.98
2980,Product28_432483932364,5511.03
0599,Product12_309156910760,6082.91
6478,Product35_271300728073,6317.55
0055,Product1_672843293577,8376.87
3894,Product26_969383468339,3038.89
8713,Product8_483642823314,828.05
8537,Product19_625705419767,1420.97
2111,Product25_712876788696,2368.46
4008,Product50_970966092558,6754.96
7716,Product13_504536845436,1604.34
4124,Product43_170569128577,2840.98
1510,Product23_399308656375,612.21
8663,Product14_960811442186,2861.26
5940,Product14_960811442186,9536.84
2823,Product48_947877706050,1727.01
8020,Product10_152017009337,8958.62
6774,Product32_610207186318,5085.22
1909,Product32_610207186318,1157.68
3389,Product25_712876788696,2579.75
5680,Product32_610207186318,4400.78
2087,Product7_619980263269,425.18
0125,Product7_619980263269,3652.31
3538,Product34_681650395706,6829.54
1975,Product21_602317401174,8059.76
0396,Product39_577115612575,3455.14
0101,Product41_961919712214,3187.83
2338,Product28_432483932364,8754.7
6264,Product37_280168771200,3495.94
2407,Product17_701139667440,4175.66
1248,Product49_625088676444,8880.44
0571,Product42_439435119589,9361.31
2033,Product47_994079427399,7126.33
0914,Product19_625705419767,3269.95
6852,Product38_787150892300,6660.69
9292,Product14_960811442186,7313.84
7495,Product41_961919712214,2297.55
0232,Product2_426762991953,2995.43
2946,Product45_278182441624,9570.7
9040,Product10_152017009337,5942.67
6745,Product45_278182441624,9870.51
4843,Product34_681650395706,7407.9
8694,Product24_026275464157,7130.45
7596,Product12_309156910760,251.01
4976,Product18_583877270485,6083.17
8155,Product24_026275464157,5690.08
4540,Product41_961919712214,8981.36
8844,Product20_114232074142,4789.49
0364,Product50_970966092558,1389.13
5156,Product26_969383468339,735.54
8243,Product7_619980263269,8394.12
3611,Product6_826830262783,2522.72
2321,Product3_576730797113,4349
4703,Product4_054973295521,7190.46
6404,Product41_961919712214,632.78
2490,Product5_962240023270,4615.92
6506,Product31_022705476919,6254.54
7427,Product30_282065256654,316.36
1190,Product6_826830262783,6662.91
7681,Product32_610207186318,8216.41
4311,Product7_619980263269,3501.4
3216,Product48_947877706050,9456.13
8642,Product39_577115612575,5644.11
1046,Product47_994079427399,8044.62
3952,Product35_271300728073,9982.64
5295,Product37_280168771200,4140.45
6518,Product28_432483932364,6187.01
3813,Product4_054973295521,8682.61
9994,Product14_960811442186,3546.55
8364,Product45_278182441624,9303.59
0245,Product25_712876788696,4774.71
3712,Product28_432483932364,6925.96
0460,Product12_309156910760,3723.9
7361,Product14_960811442186,2274.37
1473,Product47_994079427399,7705.81
0366,Product38_787150892300,4832.15
4379,Product39_577115612575,7191.02
3478,Product47_994079427399,6873.68
1881,Product11_740390785655,8958.17
1595,Product44_263947759193,7252.21
6639,Product21_602317401174,365.94
4425,Product5_962240023270,5060.68
